Country,Subject,Measure,Year,Value
Australia,GDP per person employed,"USD, current prices, current PPPs",2017,100384.9322
Australia,GDP per person employed,"USD, current prices, current PPPs",2018,104294.52927
Australia,GDP per person employed,"USD, current prices, current PPPs",2019,109904.76475999999
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1970,283941.748
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1971,295051.413
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1972,302762.269
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1973,315186.276
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1974,319441.205
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1975,327707.191
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1976,339496.489
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1977,342541.042
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1978,356391.70200000005
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1979,367204.87
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1980,379462.018
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1981,392092.033
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1982,383385.794
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1983,400949.73
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1984,421996.54799999995
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1985,439033.592
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1986,450243.37200000003
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1987,476090.62200000003
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1988,494490.14200000005
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1989,512146.49299999996
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1990,510112.085
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1991,512216.446
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1992,532855.74
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1993,554077.76
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1994,575332.511
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1995,597647.463
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1996,621353.13
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1997,649790.56
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1998,682758.238
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1999,709611.782
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2000,723313.552
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2001,752256.055
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2002,774717.973
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2003,806137.062
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2004,831966.984
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2005,855216.995
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2006,888094.183
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2007,920579.8929999999
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2008,938410.805
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2009,957812.1259999999
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2010,981400.9909999999
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2011,1019853.87
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2012,1046215.818
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2013,1072717.673
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2014,1096238.51
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2015,1126611.5159999998
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2016,1153285.364
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2017,1187195.801
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2018,1209714.837
Australia,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2019,1231360.424
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1970,22422.114193
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1971,22355.123356
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1972,22578.549212
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1973,23151.043928
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1974,23094.397996
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1975,23459.802614
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1976,24060.518393000002
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1977,23984.893078
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1978,24696.549124
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1979,25146.745269
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1980,25626.564204
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1981,26273.815644
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1982,25248.995271
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1983,26046.690486000003
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1984,27086.829275
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1985,27807.527852999996
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1986,28107.88668
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1987,29272.844889999997
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1988,29910.728275999998
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1989,30458.802752
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1990,29892.123983999998
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1991,29635.295418
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1992,30486.179670999998
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1993,31419.565857999998
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1994,32312.067113999998
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1995,33193.600798
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1996,34093.824349
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1997,35270.616078
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1998,36692.439541
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",1999,37720.628631
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",2000,38011.516858999996
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",2001,39028.158934
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",2002,39738.908706
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",2003,40877.710325
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",2004,41738.800263
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",2005,42386.15613
Australia,GDP per head of population,"USD, constant prices, 2015 PPPs",2006,43425.464916000004
