Country,Subject,Measure,Year,Unit,Value
Denmark,Total capital services,Annual growth/change,1996,Percentage,4.290291000000001
Denmark,Total capital services,Annual growth/change,1997,Percentage,5.001744
Denmark,Total capital services,Annual growth/change,1998,Percentage,5.173909
Denmark,Total capital services,Annual growth/change,1999,Percentage,4.755143
Denmark,Total capital services,Annual growth/change,2000,Percentage,4.514444999999999
Denmark,Total capital services,Annual growth/change,2001,Percentage,4.004093
Denmark,Total capital services,Annual growth/change,2002,Percentage,3.6436
Denmark,Total capital services,Annual growth/change,2003,Percentage,3.2246200000000003
Denmark,Total capital services,Annual growth/change,2004,Percentage,3.306147
Denmark,Total capital services,Annual growth/change,2005,Percentage,3.1336169999999997
Denmark,Total capital services,Annual growth/change,2006,Percentage,4.133453
Denmark,Total capital services,Annual growth/change,2007,Percentage,3.7705230000000003
Denmark,Total capital services,Annual growth/change,2008,Percentage,3.489351
Denmark,Total capital services,Annual growth/change,2009,Percentage,2.279579
Denmark,Total capital services,Annual growth/change,2010,Percentage,1.871182
Denmark,Total capital services,Annual growth/change,2011,Percentage,1.179681
Denmark,Total capital services,Annual growth/change,2012,Percentage,1.227467
Denmark,Total capital services,Annual growth/change,2013,Percentage,1.390232
Denmark,Total capital services,Annual growth/change,2014,Percentage,1.51464
Denmark,Total capital services,Annual growth/change,2015,Percentage,1.7046270000000001
Denmark,Total capital services,Annual growth/change,2016,Percentage,2.3398779999999997
Denmark,Total capital services,Annual growth/change,2017,Percentage,2.0054369999999997
Denmark,Total capital services,Annual growth/change,2018,Percentage,2.317532
Denmark,Multifactor productivity,Annual growth/change,1985,Percentage,1.503773
Denmark,Multifactor productivity,Annual growth/change,1986,Percentage,1.288461
Denmark,Multifactor productivity,Annual growth/change,1987,Percentage,-0.0077659999999999995
Denmark,Multifactor productivity,Annual growth/change,1988,Percentage,0.1661
Denmark,Multifactor productivity,Annual growth/change,1989,Percentage,0.342396
Denmark,Multifactor productivity,Annual growth/change,1990,Percentage,1.248081
Denmark,Multifactor productivity,Annual growth/change,1991,Percentage,1.0605040000000001
Denmark,Multifactor productivity,Annual growth/change,1992,Percentage,0.772083
Denmark,Multifactor productivity,Annual growth/change,1993,Percentage,0.44296199999999997
Denmark,Multifactor productivity,Annual growth/change,1994,Percentage,4.839091000000001
Denmark,Multifactor productivity,Annual growth/change,1995,Percentage,0.729178
Denmark,Multifactor productivity,Annual growth/change,1996,Percentage,1.300106
Denmark,Multifactor productivity,Annual growth/change,1997,Percentage,0.013588
Denmark,Multifactor productivity,Annual growth/change,1998,Percentage,-0.928848
Denmark,Multifactor productivity,Annual growth/change,1999,Percentage,0.198417
Denmark,Multifactor productivity,Annual growth/change,2000,Percentage,1.398195
Denmark,Multifactor productivity,Annual growth/change,2001,Percentage,-1.171508
Denmark,Multifactor productivity,Annual growth/change,2002,Percentage,-0.339977
Denmark,Multifactor productivity,Annual growth/change,2003,Percentage,0.366844
Denmark,Multifactor productivity,Annual growth/change,2004,Percentage,2.072403
Denmark,Multifactor productivity,Annual growth/change,2005,Percentage,0.754887
Denmark,Multifactor productivity,Annual growth/change,2006,Percentage,0.8801450000000001
Denmark,Multifactor productivity,Annual growth/change,2007,Percentage,-0.649642
Denmark,Multifactor productivity,Annual growth/change,2008,Percentage,-2.229937
Denmark,Multifactor productivity,Annual growth/change,2009,Percentage,-2.838418
Denmark,Multifactor productivity,Annual growth/change,2010,Percentage,2.663063
Denmark,Multifactor productivity,Annual growth/change,2011,Percentage,0.28339000000000003
Denmark,Multifactor productivity,Annual growth/change,2012,Percentage,0.9854299999999999
Denmark,Multifactor productivity,Annual growth/change,2013,Percentage,0.40581999999999996
Denmark,Multifactor productivity,Annual growth/change,2014,Percentage,1.1334879999999998
Denmark,Multifactor productivity,Annual growth/change,2015,Percentage,1.184064
Denmark,Multifactor productivity,Annual growth/change,2016,Percentage,1.089958
Denmark,Multifactor productivity,Annual growth/change,2017,Percentage,0.665773
Denmark,Multifactor productivity,Annual growth/change,2018,Percentage,1.925671
Denmark,Capital deepening,Annual growth/change,1985,Percentage,3.6845839999999996
Denmark,Capital deepening,Annual growth/change,1986,Percentage,3.110487
Denmark,Capital deepening,Annual growth/change,1987,Percentage,7.293061
Denmark,Capital deepening,Annual growth/change,1988,Percentage,6.49823
Denmark,Capital deepening,Annual growth/change,1989,Percentage,6.433077
Denmark,Capital deepening,Annual growth/change,1990,Percentage,6.072851
Denmark,Capital deepening,Annual growth/change,1991,Percentage,5.645064
Denmark,Capital deepening,Annual growth/change,1992,Percentage,3.549378
Denmark,Capital deepening,Annual growth/change,1993,Percentage,5.427001000000001
Denmark,Capital deepening,Annual growth/change,1994,Percentage,4.897104
Denmark,Capital deepening,Annual growth/change,1995,Percentage,2.695056
Denmark,Capital deepening,Annual growth/change,1996,Percentage,3.787662
Denmark,Capital deepening,Annual growth/change,1997,Percentage,2.515118
Denmark,Capital deepening,Annual growth/change,1998,Percentage,2.864738
Denmark,Capital deepening,Annual growth/change,1999,Percentage,2.8631279999999997
Denmark,Capital deepening,Annual growth/change,2000,Percentage,3.1259669999999997
Denmark,Capital deepening,Annual growth/change,2001,Percentage,2.830647
Denmark,Capital deepening,Annual growth/change,2002,Percentage,3.99715
Denmark,Capital deepening,Annual growth/change,2003,Percentage,4.472211
Denmark,Capital deepening,Annual growth/change,2004,Percentage,3.816229
Denmark,Capital deepening,Annual growth/change,2005,Percentage,2.183437
Denmark,Capital deepening,Annual growth/change,2006,Percentage,1.604371
Denmark,Capital deepening,Annual growth/change,2007,Percentage,3.049641
Denmark,Capital deepening,Annual growth/change,2008,Percentage,2.502768
Denmark,Capital deepening,Annual growth/change,2009,Percentage,6.384576999999999
Denmark,Capital deepening,Annual growth/change,2010,Percentage,3.8563959999999997
Denmark,Capital deepening,Annual growth/change,2011,Percentage,0.197419
Denmark,Capital deepening,Annual growth/change,2012,Percentage,2.894464
Denmark,Capital deepening,Annual growth/change,2013,Percentage,1.24448
Denmark,Capital deepening,Annual growth/change,2014,Percentage,1.4799209999999998
Denmark,Capital deepening,Annual growth/change,2015,Percentage,0.80692
Denmark,Capital deepening,Annual growth/change,2016,Percentage,0.329075
Denmark,Capital deepening,Annual growth/change,2017,Percentage,0.909185
Denmark,Capital deepening,Annual growth/change,2018,Percentage,2.594004
Finland,Total capital services,Annual growth/change,1985,Percentage,4.36
Finland,Total capital services,Annual growth/change,1986,Percentage,4.51
Finland,Total capital services,Annual growth/change,1987,Percentage,4.88
Finland,Total capital services,Annual growth/change,1988,Percentage,5.41
Finland,Total capital services,Annual growth/change,1989,Percentage,5.88
Finland,Total capital services,Annual growth/change,1990,Percentage,4.93
Finland,Total capital services,Annual growth/change,1991,Percentage,2.93
Finland,Total capital services,Annual growth/change,1992,Percentage,1.84
Finland,Total capital services,Annual growth/change,1993,Percentage,0.76
Finland,Total capital services,Annual growth/change,1994,Percentage,0.75
Finland,Total capital services,Annual growth/change,1995,Percentage,1.91
Finland,Total capital services,Annual growth/change,1996,Percentage,1.95
Finland,Total capital services,Annual growth/change,1997,Percentage,2.47
Finland,Total capital services,Annual growth/change,1998,Percentage,3.23
Finland,Total capital services,Annual growth/change,1999,Percentage,3.3
Finland,Total capital services,Annual growth/change,2000,Percentage,3.29
Finland,Total capital services,Annual growth/change,2001,Percentage,3.18
Finland,Total capital services,Annual growth/change,2002,Percentage,2.29
Finland,Total capital services,Annual growth/change,2003,Percentage,2.57
Finland,Total capital services,Annual growth/change,2004,Percentage,2.43
Finland,Total capital services,Annual growth/change,2005,Percentage,2.68
Finland,Total capital services,Annual growth/change,2006,Percentage,2.47
Finland,Total capital services,Annual growth/change,2007,Percentage,3.27
Finland,Total capital services,Annual growth/change,2008,Percentage,3.15
Finland,Total capital services,Annual growth/change,2009,Percentage,1.83
Finland,Total capital services,Annual growth/change,2010,Percentage,1.34
Finland,Total capital services,Annual growth/change,2011,Percentage,1.31
Finland,Total capital services,Annual growth/change,2012,Percentage,1.08
Finland,Total capital services,Annual growth/change,2013,Percentage,0.58
Finland,Total capital services,Annual growth/change,2014,Percentage,0.62
Finland,Total capital services,Annual growth/change,2015,Percentage,0.44
Finland,Total capital services,Annual growth/change,2016,Percentage,0.83
Finland,Total capital services,Annual growth/change,2017,Percentage,1.07
Finland,Total capital services,Annual growth/change,2018,Percentage,1.44
Finland,Total capital services,Annual growth/change,2019,Percentage,0.99
Finland,Multifactor productivity,Annual growth/change,1985,Percentage,2.27
Finland,Multifactor productivity,Annual growth/change,1986,Percentage,2.61
Finland,Multifactor productivity,Annual growth/change,1987,Percentage,1.26
Finland,Multifactor productivity,Annual growth/change,1988,Percentage,3.37
Finland,Multifactor productivity,Annual growth/change,1989,Percentage,2.65
Finland,Multifactor productivity,Annual growth/change,1990,Percentage,0.57
Finland,Multifactor productivity,Annual growth/change,1991,Percentage,-2.11
Finland,Multifactor productivity,Annual growth/change,1992,Percentage,0.85
Finland,Multifactor productivity,Annual growth/change,1993,Percentage,3.13
Finland,Multifactor productivity,Annual growth/change,1994,Percentage,3.94
Finland,Multifactor productivity,Annual growth/change,1995,Percentage,1.89
Finland,Multifactor productivity,Annual growth/change,1996,Percentage,1.93
Finland,Multifactor productivity,Annual growth/change,1997,Percentage,3.21
Finland,Multifactor productivity,Annual growth/change,1998,Percentage,3.44
Finland,Multifactor productivity,Annual growth/change,1999,Percentage,1.92
Finland,Multifactor productivity,Annual growth/change,2000,Percentage,3.73
Finland,Multifactor productivity,Annual growth/change,2001,Percentage,1.23
Finland,Multifactor productivity,Annual growth/change,2002,Percentage,0.54
Finland,Multifactor productivity,Annual growth/change,2003,Percentage,1.37
Finland,Multifactor productivity,Annual growth/change,2004,Percentage,2.86
Finland,Multifactor productivity,Annual growth/change,2005,Percentage,1.45
Finland,Multifactor productivity,Annual growth/change,2006,Percentage,2.17
Finland,Multifactor productivity,Annual growth/change,2007,Percentage,2.85
Finland,Multifactor productivity,Annual growth/change,2008,Percentage,-1.49
Finland,Multifactor productivity,Annual growth/change,2009,Percentage,-6.12
Finland,Multifactor productivity,Annual growth/change,2010,Percentage,2.96
Finland,Multifactor productivity,Annual growth/change,2011,Percentage,1.33
Finland,Multifactor productivity,Annual growth/change,2012,Percentage,-1.87
Finland,Multifactor productivity,Annual growth/change,2013,Percentage,-0.16
Finland,Multifactor productivity,Annual growth/change,2014,Percentage,-0.13
Finland,Multifactor productivity,Annual growth/change,2015,Percentage,0.62
Finland,Multifactor productivity,Annual growth/change,2016,Percentage,2.17
Finland,Multifactor productivity,Annual growth/change,2017,Percentage,2.45
Finland,Multifactor productivity,Annual growth/change,2018,Percentage,-0.56
Finland,Multifactor productivity,Annual growth/change,2019,Percentage,-0.04
